SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH,SOH
1.0269840514596944,1.0035558900353738,1.0030754929197057,1.0024039704503542,1.001603701446504,1.0018020573988018,1.0029389006609728,1.001949694747746,1.0026330883132615,1.0020538756464243,1.0025082792929998,1.0028048423088127,1.0022261739200442,1.0024796945549612,1.001992669356976,1.0028678737163539,1.0022405712496867,1.0021938589270434,1.0023047645594407,1.001874748202268,1.0017206781435022,1.0025095900305505,1.002292088133626,1.002026473063363,1.0019893729080847,1.0022797136921082,1.0021713243512962,1.002189649431347,1.0022318173289726,1.002377800342323,1.0025131833420788,1.0021784341122602,1.0025541403712157,1.0020541594693184,1.0022015285941577,1.0024558342619956,1.002251938827507,1.0021102820534278,1.0025276500368745,1.002523119927268,1.0025095735928164,1.002560284203242,1.0023160765810157,1.002533409779729,1.0023941533988872,1.0032651000167367,1.0016865451445456,1.0027364719849727,1.0016676974999557,1.0020564425173437,1.0022025502900787,1.003245161096334,1.000721986490469,1.003009482585456,1.0026135709823256,1.0029493700839205,1.0023622036959559,1.0024420568315193,1.0023969130181445,1.002464572197495,0.9996234859333473,1.0024531800831795,1.004412680058253,1.0021240412142514,1.0016210627902162,1.0027818663078796,1.0029224339093352,1.0027939963901467,1.0026783550650191,1.0021543671562056,1.0026615177903513,1.003375818643693,1.0027059462870882,1.0028881097585605,1.0021710841742995,1.002329976651985,1.003243137795395,1.002854229354068,1.0027529569441036,1.0030485088118128,1.0024206621602334,1.0020568691813618,1.002276464641489,1.002385511262858,1.0035450821302387,1.003835971236454,1.003414931954816,1.002672692741166,1.0032041005185377,1.0025022110644795,1.0024764427763981,1.0030839302885148,1.004510464454396,1.001904345969669,1.0022941108075853,1.0013812667858344,1.0014012669806547,1.0013597112429358,1.0015957457982825,1.0010328594249067,1.0018053637067386,1.0020303381855724,1.002189322928221,1.0016308479550946,1.0015363882536246,1.0015565674621008,1.002281834396629,1.002444589116921,1.0015951167080004,1.0016937853453283,1.0006170778247503,1.001454880523791,1.0015076108995937,1.0016826920281583,1.0012539372738134,1.0016974996519092,1.0017157387405893,1.0023306687163152,1.0020063271908655,1.0019079910167388,1.0021606506727676,1.0013747616034174,1.0022175199994476,1.001998014800245,1.0018512180691719,1.001471288810072,1.0014846610963062,1.0017309412431379,1.001270737952719,1.0017753235154363,1.0012120498663275,1.0015043072489356,1.0019314929484897,1.0025084026195321,1.0020744860189092,1.0015132966151667,1.0016997452427678,1.001973049970547,1.001121137839745
1.0262673042630537,1.0036719234985827,1.0031810803015988,1.0025247014938878,1.0017244935428278,1.001912433464032,1.0030603115704841,1.002015464632967,1.0027350086256768,1.0021647662435633,1.002679743242665,1.0029633944144989,1.0023310182340301,1.0025776881183766,1.002117717761439,1.0030180118488927,1.002362792074189,1.002318943491934,1.0023676533120325,1.00186315613383,1.00175680456364,1.0025809358993176,1.0023475283284733,1.002099646761546,1.002075698434442,1.002334126093216,1.00223069448518,1.002239150277397,1.0022961880671784,1.002433255391572,1.0025458274031231,1.0022320818935473,1.0026089882422276,1.002128869750866,1.0022788314690911,1.002516886688098,1.0023176152699493,1.0021643985754636,1.002601701720661,1.0025913508556323,1.00258167094259,1.0026293964155455,1.0023524641080181,1.0025598698853828,1.002455235415283,1.0031994388361025,1.0011533815548113,1.0028522649863636,1.0016531530471524,1.0020747552432334,1.0022993077593787,1.003221863569696,1.0005926684295452,1.0031006380294418,1.0026761641637987,1.003026463128287,1.0024404181150142,1.0024396389496781,1.0024032563793106,1.0025510539891955,0.9989907802157793,1.002474683338685,1.0046234666961698,1.00216722203619,1.0015221249014925,1.0029011543061608,1.0030005015164563,1.0028952955280235,1.0026964089307837,1.0022558871540979,1.0027465692221558,1.0034710876177708,1.0028172918795752,1.0029989438724285,1.00230793649826,1.0024545437535721,1.0033628472042901,1.0029571285250745,1.002862223390656,1.0031594540045543,1.002540707376452,1.0021992785101066,1.0024088665882993,1.002497293545473,1.003695757530626,1.0039113244434565,1.0035521158626552,1.002779260255281,1.0033332635521395,1.0026232378101272,1.0025716097057176,1.0032159531437856,1.0046561205971942,1.0019683162875872,1.0023367180075995,1.001410467132508,1.001443484620918,1.001405863106881,1.001629489617284,1.00084032163437,1.0018529428208236,1.0021028746079559,1.0022498211124633,1.0016880024378776,1.0015780399162966,1.001599318724119,1.0023487770831427,1.0025351609181796,1.0016421374505233,1.0017555059556116,1.0006245172563601,1.0014713588810225,1.0015177739164833,1.0017329701613462,1.0011412152458212,1.0017365823512607,1.0017299707321696,1.0024161120674953,1.0020859211414066,1.0019708438131558,1.0022283611640537,1.0012403006223314,1.0023138555664757,1.00205427870138,1.0019072418768482,1.0015023411730877,1.0015287369071342,1.0017654635089532,1.0012968037049519,1.0018172787559387,1.0013128102359814,1.0015352609969228,1.0020159221232534,1.0025849979632322,1.0021564475063929,1.001568178302293,1.0017449888417365,1.0020522953278295,1.0011635894749658
1.025561753555033,1.003785544168949,1.00328459439888,1.0026431951567456,1.0018430924961694,1.002020690452864,1.0031790463483394,1.002079711545722,1.0028348474118556,1.002273646407816,1.0028480192744709,1.0031189824636007,1.0024338561259307,1.0026736587588296,1.0022406387162444,1.003165538502118,1.0024828906483865,1.002441698840379,1.0024290190845278,1.001849076050686,1.0017905739886857,1.0026505908670102,1.0024016193399463,1.0021713105070513,1.002160177686805,1.0023870935540555,1.0022885733337268,1.0022874427302382,1.002359073984014,1.002487188358297,1.002577241506541,1.0022843269219122,1.0026622221711539,1.0022019520775989,1.0023545335252617,1.0025764880998098,1.0023816911997199,1.002217147605668,1.0026740946712085,1.0026579599995658,1.002652216151586,1.0026970771244637,1.0023875838908367,1.0025850873558169,1.0025147465133213,1.0031282094006837,1.0006100030123788,1.002965343996552,1.0016344826552745,1.0020905719586497,1.002393989927159,1.003194815700313,1.0004631419665204,1.0031897736726572,1.0027371694911658,1.0031007314525142,1.0025161693723548,1.0024343417629917,1.0024070856831915,1.002635612720158,0.9983616967117778,1.0024943421681398,1.0048301638016974,1.0022078520956275,1.001421664860142,1.003017777011606,1.0030760273504264,1.0029942753406138,1.0027127681677404,1.002355301049687,1.0028292107301522,1.0035635942523766,1.0029262762027484,1.0031074794919068,1.0024425268039505,1.002576622138371,1.0034802623622252,1.0030581869782027,1.0029695703091868,1.0032684471120346,1.0026582010584522,1.0023391107302475,1.0025391467903,1.0026070241991367,1.0038438443831375,1.003984607054402,1.0036867156114402,1.0028837960414638,1.0034599211700204,1.0027421175865816,1.0026646144483173,1.0033457351891943,1.0047984452680345,1.0020308089619256,1.0023781055671819,1.0014386029380151,1.001484526074048,1.001450917789196,1.0016621867100803,1.0006478297762775,1.0018994627834983,1.0021737917718156,1.002309028318951,1.0017438883079215,1.0016184520031721,1.001641016254709,1.0024140475480152,1.002623888846113,1.001687939998948,1.0018156983811675,1.000631689473245,1.0014868796614946,1.0015271191072002,1.0017820290700865,1.001027683345018,1.001774474318262,1.0017438751400132,1.0024999218183956,1.0021639514323475,1.002032342225563,1.0022945438563298,1.0011047139984726,1.0024082252500783,1.002109265158198,1.001961881206069,1.0015325099449899,1.0015716070399154,1.0017988176820336,1.0013218906913295,1.0018578742362387,1.0014113646328182,1.0015653693561852,1.0020983834247887,1.0026597910129247,1.0022368410026203,1.0016219245627085,1.0017893449720525,1.002129930514974,1.0012051385334686
1.024867399335632,1.0038967520464726,1.0033860352115496,1.0027594514389278,1.0019594983065285,1.002126828365298,1.003295104994538,1.0021424354860113,1.002932604671798,1.0023805161391817,1.003013107388417,1.0032716064561182,1.0025346875957462,1.0027676064763207,1.0023614322213918,1.0033104536760302,1.0026008669722786,1.0025621249723786,1.0024888618769265,1.0018325079528354,1.0018219864186393,1.0027185549336284,1.002454361168045,1.0022414642998791,1.002242810665173,1.002438616074627,1.0023449608969366,1.0023345267898707,1.0024204750794798,1.0025395992424981,1.0026074256523327,1.0023351691973552,1.0027138421579949,1.0022734064495176,1.0024286347626694,1.002634638497131,1.0024441666168182,1.0022685291440414,1.0027448288885172,1.002722947359068,1.0027212092198043,1.002763326329996,1.0024214359294716,1.0026090621910313,1.0025726866930025,1.0030514117104805,1.0000564095172484,1.003075709015538,1.001611686324322,1.0021038926635926,1.00248659679342,1.0031640174881857,1.0003334071013943,1.003276889515102,1.0027965869644266,1.003172175056602,1.0025894574679777,1.0024261652714597,1.002408400929787,1.002718248390383,0.9977362354213427,1.0025121565715436,1.0050327713748362,1.0022459313925642,1.0013196826661646,1.0031317344242154,1.003149011411246,1.0030909358279179,1.0027274327758888,1.0024526088429733,1.0029094423143405,1.00365333854751,1.0030328992566078,1.0032137166169954,1.0025748550913705,1.0026962118063816,1.0035953832692002,1.0031574047134528,1.0030749976996958,1.0033754881342534,1.0027731432062335,1.0024763658417843,1.0026673052474908,1.0027147032238488,1.0039893426877735,1.0040558190692905,1.0038187312011704,1.002986300099715,1.0035840733721806,1.0028588503938423,1.0027554570041979,1.0034732764247412,1.0049374384669167,1.0020918239926844,1.002418273486333,1.0014656742023564,1.0015243913400442,1.001494875289881,1.0016938370766721,1.0004553838506298,1.0019449235947628,1.002243089677152,1.0023669445476844,1.0017985055652265,1.0016576245142508,1.0016816600538705,1.0024776457912468,1.0027107729007212,1.0017325243532746,1.0018743626219961,1.0006385944754048,1.0015014428652078,1.0015356464717446,1.0018298687543792,1.000913341571404,1.001811175552913,1.00175745196412,1.0025820979690168,1.0022404180636881,1.0020924862539604,1.0023591987495957,1.0009680017318412,1.0025006290502554,1.0021629741706988,1.0020151360568346,1.0015617951257787,1.0016132714946504,1.0018310037623788,1.0013459989118518,1.0018971099563365,1.001507713056838,1.0015946323267235,1.0021788768530953,1.002732781768609,1.0023156665075914,1.0016745353964136,1.001832813633716,1.0022059555319802,1.0012457850152536
1.0241842416048512,1.0040055471311533,1.0034854027396074,1.0028734703404338,1.002073710973905,1.002230847201334,1.0034084875090805,1.0022036364538345,1.003028280405504,1.002485375437661,1.0031750075845034,1.0034212663920516,1.0026335126434764,1.0028595312708495,1.002480098276882,1.003452757370629,1.0027167210458658,1.0026802218879325,1.0025471816892286,1.0018134518402788,1.001851041853501,1.002784828099172,1.002505753812769,1.0023101081400292,1.0023235973695463,1.0024886936549302,1.0023998571748096,1.0023804024562943,1.0024803913535756,1.0025904880441752,1.0026363798404978,1.002384608719876,1.0027638482027503,1.0023432328666215,1.0025011351813142,1.0026913378800615,1.0025050415212444,1.0023185431905834,1.002813904372587,1.0027863129341392,1.002788650147245,1.0028281440321427,1.0024540202239232,1.0026317943910257,1.0026290559543265,1.0029690457654925,0.9994926010694196,1.0031833600433215,1.0015847640542954,1.002114717358062,1.0025771283581613,1.003129468933314,1.000203463834167,1.0033619855567766,1.0028544165835813,1.0032407939405505,1.002660282401883,1.0024151094750824,1.0024072021190968,1.00279896099987,0.9971143963444742,1.0025281265488963,1.005231289415586,1.0022814599269998,1.0012161783195603,1.0032430265439887,1.003219453698915,1.0031852769899354,1.002740402755229,1.0025478105339563,1.002987263974721,1.0037403205031712,1.003137161041153,1.0033176552476946,1.00270492136052,1.002813312757604,1.0037082099252148,1.003254781730825,1.0031785055621831,1.0034805770712107,1.0028855338197962,1.002611043844717,1.002793341959872,1.0028203306196093,1.0041322524445337,1.0041249604881222,1.0039481626318463,1.0030867724300343,1.0037057201586201,1.0029734362319094,1.0028441373733588,1.003598576850426,1.005073100193841,1.0021513613798632,1.0024572217650523,1.0014916809255314,1.0015630804189075,1.0015377356089354,1.0017244407170594,1.0002629838574264,1.001989325254617,1.0023107683239643,1.0024235697986632,1.0018518542097925,1.0016955574495325,1.001721250121604,1.0025395718128371,1.0027958130820043,1.001775890513503,1.0019314986780976,1.0006452322628396,1.0015150484921616,1.0015433560101166,1.001876489214224,1.0007981899249792,1.0018466860552142,1.0017707012044896,1.0026626405193584,1.002315321035428,1.002151275898348,1.0024223258438518,1.0008301638224373,1.0025910669670068,1.0022154057388821,1.0020670064291448,1.0015901967154541,1.0016537302713389,1.0018620217499887,1.0013691283665191,1.0019349859162319,1.0016018555080406,1.001623049908537,1.0022574024081732,1.0028039702302856,1.002392924021306,1.0017260108034083,1.001875394826727,1.0022803703788485,1.0012855289203206
1.0235122803626902,1.0041119294229914,1.0035826969830535,1.0029852518612645,1.0021857304982995,1.0023327469609722,1.0035191938919665,1.0022633144491917,1.0031218746129735,1.0025882243032538,1.0033337198627303,1.0035679622714009,1.0027303312691214,1.002949433142416,1.0025966368827142,1.0035924495859143,1.0028304528691478,1.0027959895870409,1.0026039785214345,1.001791907713016,1.0018777402932706,1.0028494103636414,1.0025557972741188,1.0023772420275017,1.0024025377999253,1.002537326294965,1.0024532621673459,1.0024250697295092,1.0025388228063012,1.0026398547633282,1.0026641040710367,1.002432645489475,1.0028122403054207,1.0024114313289112,1.002572034781196,1.0027465862486016,1.0025643159129989,1.0023671897452944,1.0028813211234178,1.0028480567247793,1.0028545389339076,1.0028915302309038,1.0024853367741908,1.0026532839558002,1.0026838542972933,1.0028811115657201,0.9989185776688929,1.0032882970799029,1.001553715845194,1.0021230460420578,1.002665584621383,1.0030911700356977,1.0000733121648386,1.0034450617976807,1.00291065834863,1.0033065881043595,1.0027286441740706,1.00240117437386,1.0024034892511213,1.0028777505486193,0.9964961794811721,1.0025422521001983,1.0054257179239467,1.0023144376989344,1.0011111518203293,1.0033516533709261,1.0032873542134333,1.003277298826667,1.002751678105761,1.0026409061226362,1.0030626757112937,1.0038245401193604,1.0032390615563844,1.003419295384004,1.002832725611399,1.0029279249920382,1.0038187423302696,1.003350318030319,1.0032800938966489,1.0035837139229067,1.0029953728991403,1.0027431447390462,1.0029172569274434,1.0029239063864182,1.0042725736534182,1.0041920313108967,1.0040750099034677,1.0031852130324217,1.0038248615293386,1.003085875100783,1.0029306555558002,1.0037216364662491,1.0052054304488074,1.0022094211234622,1.0024949504033402,1.0015166231075405,1.001600593310637,1.00157949874636,1.0017539976312415,1.0000706297966675,1.002032667763061,1.0023768277122533,1.0024789040718876,1.0019039342416198,1.0017322508090178,1.001759786457909,1.0025998256127866,1.002879009389962,1.0018180384796331,1.0019871065494717,1.0006516028355492,1.0015276965423563,1.001550247722316,1.0019218904496212,1.000682228405743,1.0018810058251653,1.0017836228611225,1.0027415494694205,1.002388660347568,1.0022087111587257,1.0024839251390978,1.0006912002702608,1.002679539000333,1.0022665598627485,1.0021174923229998,1.001617714714016,1.001692983369981,1.0018918716448635,1.0013912790553312,1.001971502115925,1.0016937919864262,1.0016506221016261,1.0023339600900227,1.0028733563979542,1.0024686135437644,1.0017763507836925,1.0019170885510855,1.0023531750555785,1.0013243702486698
1.022851515609149,1.004215898921987,1.0036779179418878,1.0030947960014192,1.0022955568797114,1.002432527644212,1.0036272241431963,1.002321469472083,1.0032133872942064,1.00268906273596,1.0034892442230978,1.003711694094166,1.0028251434726811,1.0030373120910205,1.002711048038889,1.0037295303218863,1.0029420624421248,1.0029094280697037,1.0026592523735438,1.0017678755710469,1.001902081737948,1.002912301727036,1.0026044915520944,1.0024428659622964,1.0024796319563092,1.0025845139947318,1.0025051758745451,1.002468528609515,1.0025957694376568,1.0026876993999572,1.0026905983439491,1.0024792795061517,1.0028590184660056,1.0024780018363864,1.0026413335623148,1.002800383602751,1.0026219897920814,1.0024144688081742,1.0029470791410098,1.0029081787309884,1.0029188755797926,1.0029534849262791,1.0025153855802749,1.0026735308853552,1.0027370817219028,1.0027876091111632,0.998334339315668,1.0033905201252817,1.0015185416970183,1.0021288787155804,1.0027519655830852,1.0030491207953367,0.9999429520934089,1.0035261182378143,1.0029653122595725,1.0033695575480293,1.0027945427845404,1.002384359967792,1.0023972623258606,1.0029546170366308,0.9958815848314365,1.0025545332254495,1.0056160568999184,1.002344864708368,1.0010046031684714,1.0034576149050276,1.003352712954801,1.0033670013381117,1.002761258827485,1.0027318956090132,1.0031356775240585,1.003905997396077,1.003338600802302,1.0035186370259237,1.0029582678440074,1.0030400485096844,1.003926980484364,1.003444013611935,1.003379762703093,1.0036848986893412,1.0031026604442657,1.0028726685247713,1.0030390501502051,1.0030254305242756,1.0044103063144272,1.0042570315376143,1.0041992730160343,1.0032816219068774,1.0039414974843366,1.003196167000463,1.003015011551522,1.00384245527221,1.0053344292318156,1.0022660032234814,1.0025314594011965,1.0015405007483833,1.0016369300152335,1.0016201647021545,1.0017825078192188,0.9998783216683532,1.0020749511200948,1.0024412678420185,1.0025329473673574,1.001954745660708,1.0017677045927063,1.001797269062786,1.0026584071910947,1.0029603618245946,1.001858968251665,1.0020411862361185,1.0006577061935338,1.0015393870157918,1.0015563216083427,1.0019660724605708,1.0005654570136964,1.001914134862766,1.0017962169340187,1.002818824819203,1.0024604360001073,1.0022647920350933,1.0025439966353338,1.0005511110753116,1.0027660451502334,1.0023164365422976,1.0021665937383994,1.0016443491214646,1.0017310307905765,1.001920553447003,1.0014124509782882,1.0020066585554157,1.0017835224919949,1.0016773489059907,1.0024085498986437,1.002940940271615,1.0025427350749663,1.0018255553372661,1.0019578948067915,1.0024243695621706,1.0013623090003014
1.0222019473442279,1.0043174556281396,1.0037710656161103,1.0032021027608982,1.002403190118141,1.0025301892510543,1.0037325782627695,1.0023781015225082,1.0033028184492032,1.0027878907357795,1.0036415806656056,1.0038524618603466,1.0029179492541556,1.0031231681166628,1.002823331745406,1.0038639995785448,1.0030515497647967,1.0030205373359211,1.0027130032455567,1.0017413554143715,1.0019240661875335,1.0029735021893562,1.0026518366466954,1.0025069799444135,1.0025548798386987,1.0026302567542305,1.0025555982964074,1.0025107790963121,1.0026512312476425,1.0027340219540621,1.0027158626592354,1.0025245107699063,1.0029041826845049,1.002542944389047,1.002709031524671,1.00285272994251,1.0026780631584917,1.0024603803792227,1.0030111784253628,1.0029666789527665,1.0029816600849,1.003014008118269,1.0025441666421753,1.00269253517969,1.002788738228155,1.0026885384018218,0.997739886009745,1.0034900291794582,1.001479241609768,1.0021322153786296,1.0028362712432677,1.0030033212122313,0.9998123836198781,1.0036051548771776,1.003018378316409,1.0034297022715595,1.0028579782332927,1.0023646662568786,1.0023885213433144,1.0030295604639046,0.9952706123952674,1.0025649699246497,1.005802306343501,1.0023727409553005,1.0008965323639867,1.003560911146293,1.003415529923018,1.0034543845242705,1.002769144920401,1.0028207789930872,1.0032062694130153,1.0039846923333218,1.0034357787789057,1.003615680173454,1.0030815480583457,1.0031496833105424,1.0040329243874984,1.0035358684756728,1.0034775119815156,1.0037841313705145,1.0032073964551724,1.0029996152018923,1.003158721628157,1.0031249030331815,1.0045454504275604,1.004319961168275,1.0043209519695466,1.003375999053401,1.0040556280236137,1.0033043119309495,1.0030972053605245,1.0039610332683089,1.0054600965428657,1.0023211076799208,1.0025667487586212,1.0015633138480602,1.0016720905326963,1.0016597334763186,1.0018099712809916,0.9996860594724833,1.0021161753257184,1.0025040887132601,1.0025856996850728,1.0020042884670575,1.0018019188005982,1.0018336979362346,1.0027153165477618,1.003039870385902,1.0018986798295988,1.0020937377380381,1.0006635423367933,1.0015501199124681,1.001561577668197,1.0020090352470727,1.0004478757488386,1.0019460731680168,1.001808483423178,1.002894466568706,1.0025306479930463,1.0023195185274514,1.0026025403325596,1.0004098962375898,1.0028505854167082,1.0023650357775296,1.0022143106753436,1.0016700999377997,1.0017678725331256,1.0019480671564074,1.00143264413539,1.002040455234704,1.0018710470247463,1.0017032303216309,1.0024811718340358,1.003006721851268,1.0026152886149118,1.0018736244641295,1.001997813593845,1.0024939538986246,1.001399345175215
1.0215635755679267,1.0044165995414496,1.0038621400057213,1.0033071721397016,1.002508630213588,1.0026257317814982,1.0038352562506865,1.0024332106004674,1.0033901680779633,1.0028847083027126,1.0037907291902537,1.0039902655699433,1.0030087486135448,1.0032070012193428,1.0029334880022653,1.00399585735589,1.0031589148371634,1.0031293173856928,1.002765231137473,1.0017123472429899,1.001943693642027,1.0030330117506019,1.002697832557922,1.0025695839738529,1.0026282814470935,1.002674554573461,1.0026045294329329,1.0025518211899005,1.0027052082362582,1.002778822425643,1.002739897016895,1.002568339280739,1.002947732960919,1.0026062589868934,1.002775128668264,1.0029036252678785,1.0027325360122301,1.00250492445844,1.0030736189764768,1.0030235573901134,1.0030428924492294,1.003073099806873,1.002571679959892,1.002710296838805,1.0028388238160502,1.0025838994376959,0.9971352177511239,1.0035868242424322,1.001435815583443,1.0021330560312052,1.0029185016019306,1.0029537712863814,0.9996816067442462,1.0036821717157705,1.0030698565191394,1.0034870222749506,1.002918950520327,1.00234209324112,1.002377266303483,1.0031025808304403,0.9946632621726648,1.0025735621977991,1.0059844662546946,1.002398066439732,1.000786939406875,1.0036615420947226,1.0034758051180843,1.0035394483851428,1.0027753363845087,1.002907556274858,1.003274451378164,1.0040606249310942,1.0035305954861953,1.0037104248265942,1.0032025662544133,1.0032568293946122,1.0041365740396726,1.0036258826215325,1.0035733417319164,1.003881411966426,1.0033095809318604,1.0031239847704094,1.0032762713612995,1.0032223239131357,1.004678005992818,1.0043808202028783,1.0044400467640044,1.003468344471993,1.00416725314717,1.0034103098922424,1.0031772369828074,1.0040773704545458,1.005582432381958,1.0023747344927805,1.0026008184756143,1.0015850624065707,1.001706074863026,1.0016982050688528,1.0018363880165593,0.9994938432090579,1.0021563403799316,1.002565290325978,1.0026371610250338,1.0020525626606678,1.0018348934326933,1.0018690730782551,1.0027705536827878,1.0031175350738841,1.0019371732134341,1.0021447610552303,1.0006691112653279,1.0015598952323854,1.0015660159018787,1.002050778809127,1.0003294846111699,1.0019768207409174,1.0018204223286002,1.0029684747179297,1.002599296326385,1.0023728906357994,1.0026595562307756,1.0002675557570955,1.0029331597997577,1.0024123575684443,1.0022606431338326,1.0016949671630215,1.0018035085976282,1.0019744127730768,1.0014518585266365,1.00207289215379,1.0019563655846808,1.0017282663485463,1.0025518258961996,1.0030707011369129,1.0026862741636011,1.0019205581642823,1.0020368449122459,1.0025619280649403,1.0014354787734108
1.0209364002802452,1.004513330661917,1.0039511411107203,1.003410004137829,1.0026118771660526,1.0027191552355443,1.0039352581069472,1.0024867967059607,1.003475436180487,1.002979515436759,1.0039366897970423,1.0041251052229556,1.003097541550849,1.0032888113990606,1.003041516809467,1.0041251036539218,1.0032641576592252,1.003235768219019,1.002815936049293,1.001680851056902,1.0019609641014282,1.003090830410773,1.0027424792857742,1.0026306780506147,1.0026998367814934,1.0027174074524232,1.0026519692841216,1.00259165489028,1.0027577004035038,1.0028221008147,1.0027627014169285,1.0026107650386495,1.0029896692952478,1.002667945629925,1.0028396249930942,1.0029530695788562,1.0027854083532965,1.0025481010458261,1.0031344007943521,1.0030788140430293,1.0031025726727814,1.0031307599920918,1.0025979255334252,1.0027268158627005,1.002887338485588,1.0024736922187854,0.9965203345398046,1.003680905314204,1.0013882636180438,1.0021314006733075,1.002998656659074,1.002900471017787,0.9995506214665131,1.0037571687535929,1.0031197468677637,1.003541517558202,1.002977459645644,1.002316640920516,1.002363497206366,1.0031736781362386,0.9940595341636286,1.0025803100448976,1.0061625366334994,1.0024208411616624,1.0006758242971365,1.003759507750316,1.0035335385400002,1.0036221929207287,1.0027798332198083,1.0029922274543257,1.0033402234195048,1.0041337951893943,1.003623050924171,1.0038028709853453,1.0033213224322106,1.003361486761894,1.0042379294408867,1.0037140560495141,1.0036672519542955,1.0039767404770765,1.0034092138743296,1.0032457772303225,1.003391699349632,1.0033176931641383,1.0048079730102,1.004439608641425,1.0045565573994077,1.003558658162653,1.0042763728550055,1.0035141608843419,1.0032551064183708,1.0041914668309209,1.0057014367490922,1.0024268836620605,1.002633668552176,1.0016057464239152,1.0017388830062222,1.0017355794797567,1.0018617580259224,0.9993016728780769,1.0021954462827347,1.0026248726801723,1.0026873313872404,1.0020995682415392,1.0018666284889917,1.0019033944888471,1.0028241185961728,1.003193355888541,1.0019744484031714,1.002194256187695,1.0006744129791372,1.0015687129755433,1.0015696363093878,1.0020913031467338,1.00021028360069,1.0020063775814678,1.0018320336502857,1.0030408492668739,1.0026663810001233,1.0024249083601378,1.0027150443299815,1.0001240896338286,1.0030137682993816,1.002458401915042,1.0023055911138663,1.0017189507971298,1.0018379389840844,1.001999590297011,1.001470094152028,1.0021039693126739,1.002039478171798,1.0017524569867375,1.0026205120851348,1.00313287812855,1.0027556917210338,1.0019663564377244,1.0020749887619944,1.002628292061118,1.0014707097948885
